rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/loss,train/n_updates,train/learning_rate
402.76,0.05,605,629,381100,381.44027527000003,816,1.4502537250518799,23506,0.0003
399.57,0.05,607,630,382688,381.89825861000014,820,0.04493560642004013,23605,0.0003
400.56,0.05,609,630,384352,388.43678570000003,824,0.04409543052315712,23709,0.0003
400.34,0.05,611,631,385984,387.9044195700001,828,0.5205662846565247,23811,0.0003
401.62,0.05,613,631,387372,393.64752268000007,832,1.0760374069213867,23898,0.0003
400.83,0.05,615,632,389180,393.79458767999995,836,0.551337718963623,24011,0.0003
401.74,0.05,617,632,391028,398.41286897000003,840,1.032508134841919,24127,0.0003
401.82,0.05,619,633,392772,397.76096758,844,0.6261724829673767,24236,0.0003
397.31,0.05,620,634,394140,399.52215666999996,848,1.0109049081802368,24321,0.0003
395.91,0.05,622,635,395948,401.20630672,852,0.039790887385606766,24434,0.0003
395.27,0.05,624,636,397740,401.3751656299999,856,0.5875624418258667,24546,0.0003
395.74,0.05,626,637,399220,398.44527456,860,0.8309912085533142,24639,0.0003
395.5,0.05,633,633,400908,403.67162255000005,864,0.5303706526756287,24744,0.0003
395.93,0.05,635,632,402288,407.7149234699999,868,1.2823277711868286,24830,0.0003
394.36,0.05,637,633,403700,407.87555736,872,0.5143892765045166,24919,0.0003
397.75,0.05,638,634,405540,405.7043175799999,876,0.6245399117469788,25034,0.0003
394.72,0.05,641,635,407320,407.27344058,880,1.617893934249878,25145,0.0003
396.32,0.05,642,635,408768,412.93721187999995,884,0.5417476892471313,25235,0.0003
398.78,0.05,644,636,410432,412.19180128,888,1.7132465839385986,25339,0.0003
400.22,0.05,647,637,412428,412.34260008999996,892,0.5299357175827026,25464,0.0003
406.43,0.05,649,637,414056,411.17733659,896,0.5639410018920898,25566,0.0003
405.15,0.05,651,637,415504,411.35453524999997,900,0.6274471282958984,25656,0.0003
404.35,0.05,654,637,417460,411.09546802,904,0.5531212687492371,25779,0.0003
404.07,0.05,657,637,418880,410.73862771,908,1.2239586114883423,25867,0.0003
405.45,0.05,658,638,420188,410.1610789500001,912,2.0590980052948,25949,0.0003
405.92,0.05,660,638,421656,409.29257050000007,916,1.6664645671844482,26041,0.0003
407.06,0.05,662,639,423540,408.24776223000003,920,0.08805979788303375,26159,0.0003
406.16,0.05,663,640,424812,408.21413091999995,924,0.5016486644744873,26238,0.0003
404.11,0.05,665,641,426396,408.96261496000005,928,1.1214884519577026,26337,0.0003
404.03,0.05,667,641,428084,409.32756038,932,0.07338433712720871,26443,0.0003
404.45,0.05,669,642,429664,409.23831544,936,0.7906110286712646,26541,0.0003
401.27,0.05,671,642,431564,408.47022907999997,940,2.110321044921875,26660,0.0003
401.3,0.05,672,643,432916,409.71336474000003,944,0.5903444290161133,26745,0.0003
402.45,0.05,675,643,434484,409.87305316,948,0.8945176005363464,26843,0.0003
399.73,0.05,678,642,436100,407.16730075999993,952,1.077201008796692,26944,0.0003
394.72,0.05,679,642,436420,399.72078455,956,2.2496490478515625,26964,0.0003
389.87,0.05,681,643,438692,395.59740257000004,960,0.04532141238451004,27106,0.0003
390.27,0.05,683,644,440152,395.3798505599999,964,1.4498381614685059,27197,0.0003
393.89,0.05,684,645,441616,391.4163047299999,968,0.5505473017692566,27288,0.0003
390.21,0.05,687,644,443188,384.71206059,972,0.6851580142974854,27387,0.0003
389.57,0.05,690,644,444876,387.71934086,976,1.2912863492965698,27492,0.0003
390.38,0.05,692,644,446232,387.2047285599999,980,0.6754522919654846,27577,0.0003
387.66,0.05,694,644,447552,386.81904977,984,0.7459415793418884,27659,0.0003
383.51,0.05,695,645,448752,387.25455523,988,0.5662466287612915,27734,0.0003
381.08,0.05,698,644,450120,386.8241855599999,992,1.7105164527893066,27820,0.0003
375.04,0.05,700,644,451400,387.8846371699999,996,1.2384322881698608,27900,0.0003
367.11,0.05,702,644,452364,378.4843036500001,1000,1.1015958786010742,27960,0.0003
368.16,0.05,704,644,453992,377.31369073999997,1004,1.1055489778518677,28062,0.0003
371.65,0.05,706,645,455832,374.49242999999996,1008,0.5238861441612244,28177,0.0003
370.86,0.05,708,645,457228,374.7396643300001,1012,0.521397054195404,28264,0.0003
369.93,0.05,709,646,458604,375.62879727000006,1016,0.08347132056951523,28350,0.0003
369.75,0.05,711,646,460084,376.21557158999997,1020,0.7039982676506042,28443,0.0003
370.38,0.05,714,646,461728,376.18660529,1024,0.06050407886505127,28545,0.0003
372.0,0.05,716,646,463704,376.12828802999996,1028,1.2336256504058838,28669,0.0003
374.68,0.05,719,647,465360,375.6493223400001,1032,1.2020695209503174,28772,0.0003
374.34,0.05,727,642,466964,376.0343751,1036,1.0280897617340088,28873,0.0003
377.45,0.05,728,643,468580,378.31483052,1040,1.1339342594146729,28974,0.0003
375.3,0.05,730,643,470108,377.90294180999996,1044,1.9111781120300293,29069,0.0003
370.88,0.05,733,643,471612,373.53413376,1048,0.799420177936554,29163,0.0003
372.41,0.05,734,643,472928,377.55415076,1052,1.0937868356704712,29245,0.0003
376.84,0.05,736,644,474676,386.1596876,1056,0.6635993123054504,29355,0.0003
374.33,0.05,738,644,476036,396.6723981299999,1060,0.6628847122192383,29440,0.0003
372.09,0.05,739,645,477352,391.85008529999993,1064,0.5386009216308594,29522,0.0003
369.78,0.05,741,645,478604,397.20337047,1068,1.078799843788147,29600,0.0003
373.67,0.05,743,645,480072,405.04721391000004,1072,1.2705227136611938,29692,0.0003
372.09,0.05,744,646,481308,405.45959522,1076,1.51993727684021,29769,0.0003
369.12,0.05,746,646,482600,403.58978126999995,1080,0.184926837682724,29850,0.0003
368.82,0.05,748,646,483968,404.97568063,1084,1.2678776979446411,29935,0.0003
370.03,0.05,749,647,485456,405.43199655000006,1088,1.2094509601593018,30028,0.0003
371.16,0.05,751,648,486920,406.6655220200001,1092,0.5407111644744873,30120,0.0003
371.76,0.05,752,648,488376,406.88686172,1096,0.5592359304428101,30211,0.0003
377.1,0.05,754,648,489596,417.90500645,1100,1.748164176940918,30287,0.0003
375.68,0.05,756,648,491160,419.53472616000005,1104,1.2613894939422607,30385,0.0003
373.83,0.05,759,649,493588,422.7639467199999,1108,1.2519704103469849,30537,0.0003
375.69,0.05,760,650,494904,420.89981158999996,1112,1.7207512855529785,30619,0.0003
376.04,0.05,762,650,496404,421.98301914999996,1116,0.06924606114625931,30713,0.0003
374.73,0.05,764,651,497936,423.5166307199999,1120,0.7233461141586304,30808,0.0003
374.41,0.05,765,651,499384,425.18288412999993,1124,1.1148593425750732,30899,0.0003
372.93,0.05,767,652,501008,425.79329536000006,1128,0.0675995722413063,31000,0.0003
371.51,0.05,768,653,502396,427.04538876,1132,1.7857887744903564,31087,0.0003
368.04,0.05,770,654,503880,428.29435943,1136,1.2994974851608276,31180,0.0003
365.35,0.05,771,654,505368,424.44560268000004,1140,2.295414447784424,31273,0.0003
362.55,0.05,774,654,506844,421.06995661,1144,1.7005903720855713,31365,0.0003
364.87,0.05,776,654,508240,426.61592935,1148,1.2312413454055786,31452,0.0003
361.28,0.05,777,654,508928,421.8399174500001,1152,0.7158718705177307,31495,0.0003
362.06,0.05,778,655,510384,421.80368438000005,1156,0.05358266085386276,31586,0.0003
363.64,0.05,781,654,511828,422.29552898000003,1160,0.0478382334113121,31677,0.0003
367.1,0.05,783,655,513280,427.16573076000003,1164,0.15134075284004211,31767,0.0003
365.27,0.05,785,655,515024,422.21328145,1168,1.1589100360870361,31876,0.0003
362.34,0.05,787,655,516340,418.08898165000005,1172,0.6342465877532959,31959,0.0003
359.87,0.05,788,656,517744,413.88344012999994,1176,1.1940888166427612,32046,0.0003
362.96,0.05,790,657,519108,416.10866992999996,1180,1.145835041999817,32132,0.0003
362.82,0.05,791,657,520508,415.58927288,1184,2.1809914112091064,32219,0.0003
361.54,0.05,793,658,522044,411.46756185999993,1188,1.066393494606018,32315,0.0003
365.49,0.05,795,657,523492,407.35214849999994,1192,1.079738736152649,32406,0.0003
365.94,0.05,798,658,525380,407.02261934,1196,1.2634726762771606,32524,0.0003
369.3,0.05,800,658,527396,396.99967291999997,1200,0.15692225098609924,32650,0.0003
375.18,0.05,802,659,529212,387.93678622999994,1204,0.6426670551300049,32763,0.0003
375.56,0.05,804,660,531180,387.19151368000007,1208,0.1397290974855423,32886,0.0003
378.41,0.05,806,660,532784,382.2304556600001,1212,1.6432509422302246,32986,0.0003
376.71,0.05,811,657,534100,374.29338615,1216,0.09504429996013641,33069,0.0003
373.56,0.05,813,657,535224,366.81632432000004,1220,1.959350347518921,33139,0.0003
370.71,0.05,815,657,536252,360.93944939999994,1224,1.6559768915176392,33203,0.0003
370.66,0.05,818,657,537760,360.72007664999995,1228,0.6469741463661194,33297,0.0003
